"trial_name","trial_id","session","trial","trial_text","keylog","editor","operating_system","age_group","dialect","gender","character_type","trial_date","uniq","token","token_type","chinese_id","segment","text_seg_id"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","0","g","initial","16","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","0","g","initial","16","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","0","g","initial","16","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","0","g","initial","16","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","0","g","initial","16","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","0","g","initial","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","1","ui","final","16","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","1","ui","final","16","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","1","ui","final","16","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","1","ui","final","16","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","1","ui","final","16","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","1","ui","final","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","2","l","initial","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","3","ai","final","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","4","1","selection","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","5","*","delete","16","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","6","w","initial","17","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","6","w","initial","17","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","6","w","initial","17","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","6","w","initial","17","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","6","w","initial","17","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","6","w","initial","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","7","o","final","17","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","7","o","final","17","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","7","o","final","17","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","7","o","final","17","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","7","o","final","17","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","7","o","final","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","8","sh","initial","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","9","i","final","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","10","1","selection","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","11","*","delete","17","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","12","n","initial","18","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","12","n","initial","18","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","12","n","initial","18","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","12","n","initial","18","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","12","n","initial","18","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","12","n","initial","18","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","13","an","final","18","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","13","an","final","18","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","13","an","final","18","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","13","an","final","18","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","13","an","final","18","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","13","an","final","18","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","14","sh","initial","19","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","14","sh","initial","19","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","14","sh","initial","19","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","14","sh","initial","19","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","14","sh","initial","19","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","14","sh","initial","19","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","15","an","final","19","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","15","an","final","19","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","15","an","final","19","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","15","an","final","19","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","15","an","final","19","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","15","an","final","19","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","16","1","selection","19","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","17","ch","initial","20","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","17","ch","initial","20","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","17","ch","initial","20","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","17","ch","initial","20","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","17","ch","initial","20","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","17","ch","initial","20","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","18","ui","final","20","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","18","ui","final","20","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","18","ui","final","20","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","18","ui","final","20","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","18","ui","final","20","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","18","ui","final","20","4","TangPoem_4"
"tang_session1_trial2",1,1,2,"TangPoem","guilai1*woshi2*nanshanchui1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","19","1","selection","20","4","TangPoem_4"
"tang_session2_trial1",1,2,1,"TangPoem","guiwonanshan_shuichui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","19","1","selection","20","4","TangPoem_4"
"tang_session2_trial2",1,2,2,"TangPoem","guiwonanshanchui_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","19","1","selection","20","4","TangPoem_4"
"tang_session5_trial1",1,5,1,"TangPoem","guiwonanshanhui2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","19","1","selection","20","4","TangPoem_4"
"tang_session6_trial1",1,6,1,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","19","1","selection","20","4","TangPoem_4"
"tang_session6_trial2",1,6,2,"TangPoem","guiwonanshanchui1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","19","1","selection","20","4","TangPoem_4"
